"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"551","2024-05-06","0.00","6040.00","940.00","817.00","0.00","7407.00","7797.00","283.00","[]","[{""name"":""maam jazz (conference) - care off UDD"",""price"":""270.00""},{""name"":""SIR - "",""price"":""85.00""},{""name"":""m jazz(conference) - care off udd"",""price"":""270.00""},{""name"":""SIR JJ - "",""price"":""104.00""},{""name"":""SIR JERIC - "",""price"":""88.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-06 17:39:47","2024-05-06 17:39:47"
"552","2024-05-07","0.00","6179.00","495.00","234.00","0.00","6518.00","6908.00","222.00","[]","[{""name"":""sir jj - "",""price"":""121.00""},{""name"":""sir jj - "",""price"":""25.00""},{""name"":""sir jeric - "",""price"":""88.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-07 17:31:21","2024-05-07 17:31:21"
"553","2024-05-08","0.00","8113.00","285.00","233.00","60.00","8691.00","8631.00","64.00","[]","[{""name"":""luis - "",""price"":""60.00""},{""name"":""engr - "",""price"":""88.00""},{""name"":""ate jash - care off Jc Sangalang"",""price"":""85.00""}]","[{""name"":""MA'AM MARIAN -  (Jan 23) - cash"",""price"":""30.00""},{""name"":""MAM RODS -  (Feb 05) - cash"",""price"":""30.00""}]","0.00","[{""name"":""ice"",""price"":0}]","2024-05-08 17:24:24","2024-05-08 17:24:24"
"554","2024-05-09","0.00","6316.00","1120.00","1401.00","0.00","8447.00","8837.00","128.00","[]","[{""name"":""SIR LUIS  - "",""price"":""85.00""},{""name"":""SIR JOSH ARZATECH - "",""price"":""104.00""},{""name"":""GIL - "",""price"":""68.00""},{""name"":""SIR KAIRAN - "",""price"":""184.00""},{""name"":""S VPA(CONFERENCE) - care off UDD"",""price"":""960.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-09 17:07:40","2024-05-09 17:07:40"
"555","2024-05-10","0.00","3958.00","420.00","4064.00","380.00","8562.00","8442.00","93.00","[]","[{""name"":""s jj - "",""price"":""104.00""},{""name"":""s dandy - "",""price"":""92.00""},{""name"":""m jazz(conference) - care off UDD"",""price"":""3,780.00""},{""name"":""sir jeric - "",""price"":""88.00""}]","[{""name"":""M ROSE -  (Apr 26) - cash"",""price"":""380.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-10 17:19:20","2024-05-10 17:19:20"
"556","2024-05-11","0.00","2690.00","0.00","874.50","0.00","3434.50","3564.50","125.50","[]","[{""name"":""luis - "",""price"":""115.00""},{""name"":""mam rhoda - "",""price"":""133.50""},{""name"":""maam cathy solomon (registral) - "",""price"":""220.00""},{""name"":""maam rizza aquino mendoza - "",""price"":""160.00""},{""name"":""maam cathy solomon (registral) - "",""price"":""210.00""},{""name"":""s juan - "",""price"":""36.00""}]","[]","130.00","[{""name"":""ice"",""price"":130}]","2024-05-11 18:47:35","2024-05-11 18:47:35"
"557","2024-05-13","0.00","7983.00","620.00","467.00","430.00","9110.00","9070.00","70.00","[]","[{""name"":""daddy jun - "",""price"":""72.00""},{""name"":""Sir Denise (registral) - "",""price"":""200.00""},{""name"":""maam rizza - "",""price"":""45.00""},{""name"":""wendelyn ballesteros - care off s jann"",""price"":""95.00""},{""name"":""s - "",""price"":""55.00""}]","[{""name"":""maam cathy solomon (registral) -  (May 11) - cash"",""price"":""220.00""},{""name"":""maam cathy solomon (registral) -  (May 11) - cash"",""price"":""210.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-14 16:46:06","2024-05-14 16:46:06"
"558","2024-05-14","0.00","9564.00","120.00","224.00","133.50","9521.50","9908.00","192.00","[]","[{""name"":""SIR JJ - "",""price"":""224.00""}]","[{""name"":""mam rhoda -  (May 11) - cash"",""price"":""133.50""}]","520.00","[{""name"":""ice"",""price"":520}]","2024-05-14 18:28:20","2024-05-14 18:28:20"
"559","2024-05-15","0.00","7410.00","530.00","270.00","0.00","7820.00","8210.00","45.00","[]","[{""name"":""maam rhodz - "",""price"":""45.00""},{""name"":""maam rhodz - "",""price"":""45.00""},{""name"":""sir jj - "",""price"":""76.00""},{""name"":""sir jj - "",""price"":""104.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-15 17:22:18","2024-05-15 17:22:18"
"560","2024-05-16","0.00","4950.00","0.00","875.00","0.00","5435.00","5825.00","0.00","[]","[{""name"":""maam michaela - "",""price"":""90.00""},{""name"":""vidal dandy - "",""price"":""115.00""},{""name"":""mejia patrick n. voucher  - "",""price"":""120.00""},{""name"":""kevin g fernando. voucher - "",""price"":""110.00""},{""name"":""voucher stephen de julian  - "",""price"":""110.00""},{""name"":""voucher jerwin troy decena  - "",""price"":""120.00""},{""name"":""voucher marra brendell christian - "",""price"":""110.00""},{""name"":""voucher michael jan b. aquino - "",""price"":""100.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-16 17:27:09","2024-05-16 17:27:09"
"561","2024-05-17","0.00","5959.00","640.00","240.00","0.00","6449.00","6839.00","31.00","[]","[{""name"":""maam xia - "",""price"":""45.00""},{""name"":""sir rain - "",""price"":""195.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-17 17:22:16","2024-05-17 17:22:16"
"562","2024-05-18","0.00","2290.00","145.00","0.00","0.00","2173.00","2435.00","0.00","[]","[]","[]","262.00","[{""name"":""ice"",""price"":262}]","2024-05-18 18:30:53","2024-05-18 18:30:53"
"563","2024-05-20","0.00","5650.00","210.00","121.00","0.00","5591.00","5981.00","119.00","[]","[{""name"":""sir jj - "",""price"":""121.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-20 20:37:01","2024-05-20 20:37:01"
"564","2024-05-21","0.00","6145.00","1070.00","790.00","0.00","7615.00","8005.00","0.00","[]","[{""name"":""sir bryll - care off sir bryl "",""price"":""340.00""},{""name"":""sir jj - "",""price"":""120.00""},{""name"":""sir jj - "",""price"":""25.00""},{""name"":""sir jj - "",""price"":""100.00""},{""name"":""sir luis - "",""price"":""115.00""},{""name"":""sir bryll - "",""price"":""85.00""},{""name"":""sir bryll - "",""price"":""5.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-21 17:05:49","2024-05-21 17:05:49"
"565","2024-05-24","0.00","5366.00","530.00","402.00","45.00","5953.00","6298.00","-23.00","[]","[{""name"":""daniel - care off maam portia"",""price"":""110.00""},{""name"":""sir kairan - "",""price"":""292.00""}]","[{""name"":""maam xia -  (May 17) - cash"",""price"":""45.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-24 17:17:30","2024-05-24 17:17:30"
"566","2024-05-25","0.00","5904.00","1635.00","490.00","0.00","7769.00","8029.00","36.00","[]","[{""name"":""sir julius  - care off sir bryll"",""price"":""110.00""},{""name"":""sir julius  - care off sir bryll "",""price"":""180.00""},{""name"":""sir luis  - "",""price"":""115.00""},{""name"":""sir brylle - "",""price"":""85.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-25 17:33:41","2024-05-25 17:33:41"
"567","2024-05-27","0.00","6567.00","380.00","330.00","0.00","7017.00","7277.00","78.00","[]","[{""name"":""maam cherry quanilo - "",""price"":""210.00""},{""name"":""sir jj - "",""price"":""120.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-27 17:23:43","2024-05-27 17:23:43"
"568","2024-05-28","0.00","6554.00","1055.00","790.00","1015.00","9154.00","8399.00","36.00","[]","[{""name"":""kairan - "",""price"":""215.00""},{""name"":""UDD CONFERENCE - care off UDD"",""price"":""575.00""}]","[{""name"":""sir bryll - care off sir bryl  (May 21) - cash"",""price"":""340.00""},{""name"":""sir bryll -  (May 21) - cash"",""price"":""85.00""},{""name"":""sir bryll -  (May 21) - cash"",""price"":""5.00""},{""name"":""sir julius  - care off sir bryll (May 25) - cash"",""price"":""110.00""},{""name"":""sir julius  - care off sir bryll  (May 25) - cash"",""price"":""180.00""},{""name"":""sir brylle -  (May 25) - cash"",""price"":""85.00""},{""name"":""maam cherry quanilo -  (May 27) - cash"",""price"":""210.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-28 17:22:42","2024-05-28 17:22:42"
"569","2024-05-29","0.00","6310.00","265.00","115.00","0.00","6040.00","6690.00","-190.00","[]","[{""name"":""sir luis  - "",""price"":""115.00""}]","[]","650.00","[{""name"":""ice"",""price"":650}]","2024-05-29 17:12:05","2024-05-29 17:12:05"
"570","2024-05-30","0.00","7180.00","180.00","449.00","0.00","7549.00","7809.00","-9.00","[]","[{""name"":""maria khrizzle corpuz (voucher) - "",""price"":""95.00""},{""name"":""marian veronica torio (voucher) - "",""price"":""95.00""},{""name"":""maam shirley - "",""price"":""120.00""},{""name"":""sir josh - "",""price"":""104.00""},{""name"":""marian veronica torio (voucher) - "",""price"":""35.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-30 17:25:37","2024-05-30 17:25:37"
"571","2024-05-31","0.00","5975.00","215.00","145.00","0.00","5945.00","6335.00","50.00","[]","[{""name"":""sir jj - "",""price"":""145.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-31 17:27:27","2024-05-31 17:27:27"
"572","2024-06-01","0.00","3767.00","0.00","0.00","0.00","3507.00","3767.00","0.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-06-01 17:17:53","2024-06-01 17:17:53"
"573","2024-06-03","0.00","8065.00","280.00","670.00","120.00","8685.00","9085.00","0.00","[]","[{""name"":""mam rhods  - "",""price"":""95.00""},{""name"":""sir jj - "",""price"":""530.00""},{""name"":""sir jj - "",""price"":""25.00""},{""name"":""sir jj - "",""price"":""20.00""}]","[{""name"":""maam shirley -  (May 30) - "",""price"":""120.00""}]","520.00","[{""name"":""ice"",""price"":520}]","2024-06-03 17:38:03","2024-06-03 17:38:03"
"574","2024-06-04","0.00","7640.00","275.00","335.00","95.00","7825.00","8250.00","0.00","[]","[{""name"":""sir brylle  - "",""price"":""135.00""},{""name"":""sir brylle - "",""price"":""115.00""},{""name"":""visitor - care off sir jann"",""price"":""85.00""}]","[{""name"":""mam rhods  -  (Jun 03) - cash"",""price"":""95.00""}]","520.00","[{""name"":""ice"",""price"":520}]","2024-06-04 17:36:37","2024-06-04 17:36:37"
"575","2024-06-05","0.00","8481.00","0.00","0.00","0.00","8091.00","8481.00","19.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-05 17:46:37","2024-06-05 17:46:37"
"576","2024-06-06","0.00","7765.00","230.00","2143.00","250.00","9998.00","10138.00","-8.00","[]","[{""name"":""UDD - "",""price"":""845.00""},{""name"":""sir luis  - "",""price"":""60.00""},{""name"":""UDD - "",""price"":""120.00""},{""name"":""UDD - "",""price"":""315.00""},{""name"":""SIR DARIN - "",""price"":""288.00""},{""name"":""udd - "",""price"":""515.00""}]","[{""name"":""sir brylle  -  (Jun 04) - cash"",""price"":""135.00""},{""name"":""sir brylle -  (Jun 04) - cash"",""price"":""115.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-06 17:18:19","2024-06-06 17:18:19"
"577","2024-06-07","0.00","8910.00","490.00","1155.00","0.00","10165.00","10555.00","0.00","[]","[{""name"":""UDD - "",""price"":""655.00""},{""name"":""UDD - "",""price"":""40.00""},{""name"":""UDD - "",""price"":""90.00""},{""name"":""UDD - "",""price"":""250.00""},{""name"":""UDD - "",""price"":""120.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-07 17:46:26","2024-06-07 17:46:26"
"578","2024-06-08","0.00","2307.00","735.00","1125.00","0.00","3907.00","4167.00","0.00","[]","[{""name"":""UDD - "",""price"":""40.00""},{""name"":""UDD  - "",""price"":""1,065.00""},{""name"":""UDD - "",""price"":""20.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-06-08 18:17:55","2024-06-08 18:17:55"
"579","2024-06-08","0.00","2307.00","735.00","1125.00","0.00","3907.00","4167.00","0.00","[]","[{""name"":""UDD - "",""price"":""40.00""},{""name"":""UDD  - "",""price"":""1,065.00""},{""name"":""UDD - "",""price"":""20.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-06-10 07:48:09","2024-06-10 07:48:09"
"580","2024-06-10","0.00","7646.00","120.00","275.00","4075.00","11726.00","8041.00","107.00","[]","[{""name"":""SIR JOSH ARZA - "",""price"":""115.00""},{""name"":""SIR RAIN ARZA  - "",""price"":""85.00""},{""name"":""SIR RAIN ARZA  - "",""price"":""75.00""}]","[{""name"":""UDD -  (Jun 06) - cash"",""price"":""845.00""},{""name"":""UDD -  (Jun 06) - cash"",""price"":""120.00""},{""name"":""UDD -  (Jun 06) - cash"",""price"":""315.00""},{""name"":""udd -  (Jun 06) - "",""price"":""515.00""},{""name"":""UDD -  (Jun 07) - cash"",""price"":""655.00""},{""name"":""UDD -  (Jun 07) - cash"",""price"":""40.00""},{""name"":""UDD -  (Jun 07) - cash"",""price"":""90.00""},{""name"":""UDD -  (Jun 07) - "",""price"":""250.00""},{""name"":""UDD -  (Jun 07) - cash"",""price"":""120.00""},{""name"":""UDD -  (Jun 08) - cash"",""price"":""40.00""},{""name"":""UDD  -  (Jun 08) - cash"",""price"":""1,065.00""},{""name"":""UDD -  (Jun 08) - cash"",""price"":""20.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-10 17:45:30","2024-06-10 17:45:30"
"581","2024-06-11","0.00","8931.00","45.00","1940.00","3133.00","12981.00","10916.00","9.00","[]","[{""name"":""UDD - "",""price"":""1,375.00""},{""name"":""sir jann - "",""price"":""250.00""},{""name"":""UDD - "",""price"":""315.00""}]","[{""name"":""SIR RAIN -  (Jan 04) - cash"",""price"":""170.00""},{""name"":""SIR RAIN -  (Jan 06) - cash"",""price"":""288.00""},{""name"":""SIR RAIN - care off SIR JANN (Jan 13) - cash"",""price"":""170.00""},{""name"":""MA'AM LJ (ARZATECH) -  (Jan 24) - cash"",""price"":""70.00""},{""name"":""MAAM ROBBIE\/MAAM LJ -  (Jan 30) - "",""price"":""348.00""},{""name"":""rain  - care off sir rain (Feb 12) - cash"",""price"":""420.00""},{""name"":""s jake - care off s rain (Apr 16) - cash"",""price"":""1,025.00""},{""name"":""lj -  (Apr 22) - cash"",""price"":""55.00""},{""name"":""mam LJ -  (Apr 22) - cash"",""price"":""60.00""},{""name"":""GIL -  (May 09) - cash"",""price"":""68.00""},{""name"":""sir rain -  (May 17) - cash"",""price"":""195.00""},{""name"":""sir rain -  (May 22) - cash"",""price"":""104.00""},{""name"":""SIR RAIN ARZA  -  (Jun 10) - cash"",""price"":""85.00""},{""name"":""SIR RAIN ARZA  -  (Jun 10) - cash"",""price"":""75.00""}]","1068.00","[{""name"":""ICE"",""price"":390},{""name"":""UNPAID RECEIVABLES(SIR RAIN)"",""price"":330},{""name"":""PASTRIES REFUND"",""price"":348}]","2024-06-11 17:23:36","2024-06-11 17:23:36"
"582","2024-06-14","0.00","12085.00","310.00","400.00","0.00","12435.00","12795.00","0.00","[]","[{""name"":""sir jake - care off sir rain"",""price"":""295.00""},{""name"":""sir jj - "",""price"":""20.00""},{""name"":""sir jj - "",""price"":""85.00""}]","[]","360.00","[{""name"":""ice"",""price"":360}]","2024-06-14 17:21:42","2024-06-14 17:21:42"
"583","2024-06-14","0.00","12285.00","310.00","400.00","0.00","12345.00","12995.00","0.00","[]","[{""name"":""sir jake - care off sir rain"",""price"":""295.00""},{""name"":""sir jj - "",""price"":""20.00""},{""name"":""sir jj - "",""price"":""85.00""}]","[]","650.00","[{""name"":""ice"",""price"":650}]","2024-06-14 17:31:05","2024-06-14 17:31:05"
"584","2024-06-15","0.00","6240.00","250.00","0.00","0.00","6100.00","6490.00","0.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-15 17:25:43","2024-06-15 17:25:43"
"585","2024-06-18","0.00","7450.00","55.00","1033.00","0.00","8018.00","8538.00","22.00","[]","[{""name"":""angela elcano (voucher) - "",""price"":""190.00""},{""name"":""samantha aquino (voucher) - "",""price"":""280.00""},{""name"":""Sir rain - "",""price"":""88.00""},{""name"":""Regine - care off Kuwago GC "",""price"":""85.00""},{""name"":""mark john m. pastoral (voucher) - "",""price"":""205.00""},{""name"":""sir luis  - "",""price"":""110.00""},{""name"":""mam rhoda  - "",""price"":""75.00""}]","[]","520.00","[{""name"":""ice"",""price"":520}]","2024-06-18 17:17:08","2024-06-18 17:17:08"
"586","2024-06-19","0.00","7225.00","265.00","910.00","0.00","8010.00","8400.00","0.00","[]","[{""name"":""mc c. celino (voucher) - "",""price"":""195.00""},{""name"":""mam rhoda  - "",""price"":""205.00""},{""name"":""chloe ellamil  - "",""price"":""280.00""},{""name"":""alwin christian a. dela cruz  - "",""price"":""230.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-19 17:16:11","2024-06-19 17:16:11"
"587","2024-06-21","0.00","8468.00","290.00","0.00","205.00","8573.00","8758.00","17.00","[]","[]","[{""name"":""mam rhoda  -  (Jun 19) - cash"",""price"":""205.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-21 17:36:13","2024-06-21 17:36:13"
"588","2024-06-21","0.00","8468.00","290.00","0.00","205.00","8573.00","8758.00","17.00","[]","[]","[{""name"":""mam rhoda  -  (Jun 19) - cash"",""price"":""205.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-21 17:36:19","2024-06-21 17:36:19"
"589","2024-06-22","0.00","3581.00","0.00","515.00","0.00","3836.00","4096.00","19.00","[]","[{""name"":""sir luis  - "",""price"":""415.00""},{""name"":""sir luis  - "",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-06-22 17:06:06","2024-06-22 17:06:06"
"590","2024-06-24","0.00","6335.00","108.00","0.00","0.00","6053.00","6443.00","17.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-24 17:29:21","2024-06-24 17:29:21"
"591","2024-06-25","0.00","6894.00","905.00","45.00","0.00","7454.00","7844.00","36.00","[]","[{""name"":""mam rhods  - "",""price"":""45.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-25 17:23:18","2024-06-25 17:23:18"
"592","2024-06-26","0.00","1590.00","0.00","165.00","0.00","1365.00","1755.00","0.00","[]","[{""name"":""daddy june - "",""price"":""70.00""},{""name"":""sir mike - "",""price"":""95.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-26 17:24:05","2024-06-26 17:24:05"
"593","2024-06-27","0.00","5889.00","410.00","130.00","0.00","6039.00","6429.00","61.00","[]","[{""name"":""sir jj - "",""price"":""130.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-06-27 17:22:47","2024-06-27 17:22:47"
"594","2024-06-29","0.00","2843.00","100.00","0.00","0.00","2813.00","2943.00","-168.00","[]","[]","[]","130.00","[{""name"":""ice"",""price"":130}]","2024-06-29 16:51:29","2024-06-29 16:51:29"
"595","2024-06-29","0.00","2843.00","100.00","0.00","0.00","2813.00","2943.00","-168.00","[]","[]","[]","130.00","[{""name"":""ice"",""price"":130}]","2024-06-29 16:51:36","2024-06-29 16:51:36"
"596","2024-07-01","0.00","6506.50","235.00","0.00","0.00","6351.50","6741.50","28.50","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-07-01 17:36:06","2024-07-01 17:36:06"
"597","2024-07-02","0.00","6667.00","240.00","0.00","0.00","6647.00","6907.00","0.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-07-02 17:12:45","2024-07-02 17:12:45"
"598","2024-07-03","0.00","5675.00","440.00","0.00","0.00","5725.00","6115.00","0.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-07-03 17:08:43","2024-07-03 17:08:43"
